Entity,Code,Year,Corruption Perception Index - Transparency International (2018).x,Share of the population in extreme poverty.x,Corruption Perception Index - Transparency International (2018).y,Share of the population in extreme poverty.y,Oil production (TWh).x,HAQ Index (IHME (2017)).x,Gender Inequality Index (Human Development Report (2015)).x,GDP per capita (constant 2015 US$).x,freeexpr_bti.x,electfreefair_bti.x,"Foreign direct investment, net outflows (% of GDP).x","Foreign direct investment, net inflows (% of GDP).x",Birth rate - Sex: all - Age: all - Variant: estimates.x,Deaths - Cardiovascular diseases - Sex: Both - Age: Age-standardized (Rate).x,Oil production (TWh).y,HAQ Index (IHME (2017)).y,Gender Inequality Index (Human Development Report (2015)).y,GDP per capita (constant 2015 US$).y,freeexpr_bti.y,electfreefair_bti.y,"Foreign direct investment, net outflows (% of GDP).y","Foreign direct investment, net inflows (% of GDP).y",Birth rate - Sex: all - Age: all - Variant: estimates.y,Deaths - Cardiovascular diseases - Sex: Both - Age: Age-standardized (Rate).y
Algeria,DZA,1998,NA,NA,NA,NA,713.916748046875,NA,NA,2986.0556640625,NA,NA,0.00207521626725792,1.2588262557983398,20.017000198364254,553.78,713.916748046875,NA,NA,2986.0556640625,NA,NA,0.00207521626725792,1.2588262557983398,20.017000198364254,553.78
Algeria,DZA,1999,NA,NA,NA,NA,680.68597412109375,NA,NA,3038.27294921875,NA,NA,0.01562478952109813,0.5994985103607178,19.68000030517578,548.21,680.68597412109375,NA,NA,3038.27294921875,NA,NA,0.01562478952109813,0.5994985103607178,19.68000030517578,548.21
Algeria,DZA,2000,NA,NA,NA,NA,776.7327880859375,56.2,0.62699997,3111.17626953125,NA,NA,0.02500438317656517,0.5112209916114807,19.542999267578125,536.99,776.7327880859375,56.2,0.62699997,3111.17626953125,NA,NA,0.02500438317656517,0.5112209916114807,19.542999267578125,536.99
Algeria,DZA,2001,NA,NA,NA,NA,764.68414306640625,NA,NA,3162.8115234375,NA,NA,0.01698794215917587,2.0332658290863037,19.433000564575195,525.37,764.68414306640625,NA,NA,3162.8115234375,NA,NA,0.01698794215917587,2.0332658290863037,19.433000564575195,525.37
Algeria,DZA,2002,NA,NA,NA,NA,824.4971923828125,NA,NA,3297.61279296875,NA,NA,0.17365993559360504,1.8762390613555908,19.42099952697754,513.55,824.4971923828125,NA,NA,3297.61279296875,NA,NA,0.17365993559360504,1.8762390613555908,19.42099952697754,513.55
Algeria,DZA,2003,NA,NA,NA,NA,918.828125,NA,NA,3490.22314453125,NA,NA,0.04173155874013901,0.9399013519287108,19.958999633789062,500.19,918.828125,NA,NA,3490.22314453125,NA,NA,0.04173155874013901,0.9399013519287108,19.958999633789062,500.19
Algeria,DZA,2004,NA,NA,NA,NA,971.6981201171876,NA,NA,3592.645263671875,NA,NA,0.2876390218734741,1.0368244647979736,20.534000396728516,489.44,971.6981201171876,NA,NA,3592.645263671875,NA,NA,0.2876390218734741,1.0368244647979736,20.534000396728516,489.44
Algeria,DZA,2005,NA,NA,NA,NA,1005.2700805664062,59.6,0.56099999,3752.09619140625,5,5,0.05329548940062523,1.1201742887496948,21.166000366210938,479.1,1005.2700805664062,59.6,0.56099999,3752.09619140625,5,5,0.05329548940062523,1.1201742887496948,21.166000366210938,479.1
Algeria,DZA,2006,NA,NA,NA,NA,1002.5292358398438,NA,NA,3760.1552734375,NA,NA,0.0675056129693985,1.5731371641159058,21.83099937438965,469.59,1002.5292358398438,NA,NA,3760.1552734375,NA,NA,0.0675056129693985,1.5731371641159058,21.83099937438965,469.59
Algeria,DZA,2007,NA,NA,NA,NA,1005.78564453125,NA,NA,3828.1484375,5,4,0.1089010164141655,1.2496466636657717,22.649999618530273,460.61,1005.78564453125,NA,NA,3828.1484375,5,4,0.1089010164141655,1.2496466636657717,22.649999618530273,460.61
Algeria,DZA,2008,NA,NA,NA,NA,985.7705078125,NA,NA,3856.40771484375,NA,NA,0.18587781488895416,1.5430387258529663,23.413000106811523,452.33,985.7705078125,NA,NA,3856.40771484375,NA,NA,0.18587781488895416,1.5430387258529663,23.413000106811523,452.33
Algeria,DZA,2009,NA,NA,NA,NA,898.2314453125,NA,NA,3851.2138671875,6,4,0.1562725454568863,2.0019750595092773,24.051000595092773,444.64,898.2314453125,NA,NA,3851.2138671875,6,4,0.1562725454568863,2.0019750595092773,24.051000595092773,444.64
Algeria,DZA,2010,NA,NA,NA,NA,858.00323486328125,62.2,0.523,3918.486328125,NA,NA,0.13599452376365662,1.4269636869430542,24.45800018310547,437.72,858.00323486328125,62.2,0.523,3918.486328125,NA,NA,0.13599452376365662,1.4269636869430542,24.45800018310547,437.72
Algeria,DZA,2011,NA,NA,NA,NA,833.58026123046875,NA,0.514,3956.895751953125,6,4,0.2669413983821869,1.2855346202850342,24.815000534057617,433.45,833.58026123046875,NA,0.514,3956.895751953125,6,4,0.2669413983821869,1.2855346202850342,24.815000534057617,433.45
Angola,AGO,1900,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1901,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1902,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1903,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1904,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1905,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1906,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1907,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1908,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1909,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1910,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1911,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1912,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1913,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1914,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1915,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1916,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1917,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1918,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1919,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1920,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1921,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1922,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1923,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1924,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1925,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1926,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1927,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1928,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1929,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1930,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1931,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1932,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1933,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1934,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1935,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1936,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1937,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1938,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1939,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1940,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1941,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1942,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1943,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1944,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1945,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1946,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1947,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1948,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1949,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1950,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,46.14699935913086,NA,0,NA,NA,NA,NA,NA,NA,NA,46.14699935913086,NA
Angola,AGO,1951,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,46.472999572753906,NA,0,NA,NA,NA,NA,NA,NA,NA,46.472999572753906,NA
Angola,AGO,1952,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,47.17900085449219,NA,0,NA,NA,NA,NA,NA,NA,NA,47.17900085449219,NA
Angola,AGO,1953,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,47.7599983215332,NA,0,NA,NA,NA,NA,NA,NA,NA,47.7599983215332,NA
Angola,AGO,1954,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,48.35300064086914,NA,0,NA,NA,NA,NA,NA,NA,NA,48.35300064086914,NA
Angola,AGO,1955,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,48.88899993896485,NA,0,NA,NA,NA,NA,NA,NA,NA,48.88899993896485,NA
Angola,AGO,1956,NA,NA,NA,NA,0.09303999692201614,NA,NA,NA,NA,NA,NA,NA,49.415000915527344,NA,0.09303999692201614,NA,NA,NA,NA,NA,NA,NA,49.415000915527344,NA
Angola,AGO,1957,NA,NA,NA,NA,0.11630000174045564,NA,NA,NA,NA,NA,NA,NA,49.89400100708008,NA,0.11630000174045564,NA,NA,NA,NA,NA,NA,NA,49.89400100708008,NA
Angola,AGO,1958,NA,NA,NA,NA,0.5931299924850464,NA,NA,NA,NA,NA,NA,NA,50.32699966430664,NA,0.5931299924850464,NA,NA,NA,NA,NA,NA,NA,50.32699966430664,NA
Angola,AGO,1959,NA,NA,NA,NA,0.5931299924850464,NA,NA,NA,NA,NA,NA,NA,50.733001708984375,NA,0.5931299924850464,NA,NA,NA,NA,NA,NA,NA,50.733001708984375,NA
Angola,AGO,1960,NA,NA,NA,NA,0.7792099714279175,NA,NA,NA,NA,NA,NA,NA,51.0260009765625,NA,0.7792099714279175,NA,NA,NA,NA,NA,NA,NA,51.0260009765625,NA
Angola,AGO,1961,NA,NA,NA,NA,1.2095199823379517,NA,NA,NA,NA,NA,NA,NA,51.28200149536133,NA,1.2095199823379517,NA,NA,NA,NA,NA,NA,NA,51.28200149536133,NA
Angola,AGO,1962,NA,NA,NA,NA,5.477729797363281,NA,NA,NA,NA,NA,NA,NA,51.31600189208984,NA,5.477729797363281,NA,NA,NA,NA,NA,NA,NA,51.31600189208984,NA
Angola,AGO,1963,NA,NA,NA,NA,9.303999900817873,NA,NA,NA,NA,NA,NA,NA,51.323001861572266,NA,9.303999900817873,NA,NA,NA,NA,NA,NA,NA,51.323001861572266,NA
Angola,AGO,1964,NA,NA,NA,NA,10.525150299072266,NA,NA,NA,NA,NA,NA,NA,51.28200149536133,NA,10.525150299072266,NA,NA,NA,NA,NA,NA,NA,51.28200149536133,NA
Angola,AGO,1965,NA,NA,NA,NA,7.617650032043457,NA,NA,NA,NA,NA,NA,NA,51.28200149536133,NA,7.617650032043457,NA,NA,NA,NA,NA,NA,NA,51.28200149536133,NA
Angola,AGO,1966,NA,NA,NA,NA,7.33853006362915,NA,NA,NA,NA,NA,NA,NA,51.29499816894531,NA,7.33853006362915,NA,NA,NA,NA,NA,NA,NA,51.29499816894531,NA
Angola,AGO,1967,NA,NA,NA,NA,6.245309829711914,NA,NA,NA,NA,NA,NA,NA,51.31399917602539,NA,6.245309829711914,NA,NA,NA,NA,NA,NA,NA,51.31399917602539,NA
Angola,AGO,1968,NA,NA,NA,NA,8.72249984741211,NA,NA,NA,NA,NA,NA,NA,51.347999572753906,NA,8.72249984741211,NA,NA,NA,NA,NA,NA,NA,51.347999572753906,NA
Angola,AGO,1969,NA,NA,NA,NA,28.58654022216797,NA,NA,NA,NA,NA,NA,NA,51.35300064086914,NA,28.58654022216797,NA,NA,NA,NA,NA,NA,NA,51.35300064086914,NA
Angola,AGO,1970,NA,NA,NA,NA,58.905948638916016,NA,NA,NA,NA,NA,NA,NA,51.266998291015625,NA,58.905948638916016,NA,NA,NA,NA,NA,NA,NA,51.266998291015625,NA
Angola,AGO,1971,NA,NA,NA,NA,66.53523254394531,NA,NA,NA,NA,NA,NA,NA,50.698001861572266,NA,66.53523254394531,NA,NA,NA,NA,NA,NA,NA,50.698001861572266,NA
Angola,AGO,1972,NA,NA,NA,NA,82.072906494140625,NA,NA,NA,NA,NA,NA,NA,50.4739990234375,NA,82.072906494140625,NA,NA,NA,NA,NA,NA,NA,50.4739990234375,NA
Angola,AGO,1973,NA,NA,NA,NA,95.07524871826172,NA,NA,NA,NA,NA,NA,NA,50.46699905395508,NA,95.07524871826172,NA,NA,NA,NA,NA,NA,NA,50.46699905395508,NA
Angola,AGO,1974,NA,NA,NA,NA,99.3318328857422,NA,NA,NA,NA,NA,NA,NA,50.47200012207031,NA,99.3318328857422,NA,NA,NA,NA,NA,NA,NA,50.47200012207031,NA
Angola,AGO,1975,NA,NA,NA,NA,90.6093292236328,NA,NA,NA,NA,NA,NA,NA,50.46900177001953,NA,90.6093292236328,NA,NA,NA,NA,NA,NA,NA,50.46900177001953,NA
Angola,AGO,1976,NA,NA,NA,NA,87.96932220458984,NA,NA,NA,NA,NA,NA,NA,50.51399993896485,NA,87.96932220458984,NA,NA,NA,NA,NA,NA,NA,50.51399993896485,NA
Angola,AGO,1977,NA,NA,NA,NA,82.13105773925781,NA,NA,NA,NA,NA,NA,NA,50.52299880981445,NA,82.13105773925781,NA,NA,NA,NA,NA,NA,NA,50.52299880981445,NA
Angola,AGO,1978,NA,NA,NA,NA,75.234466552734375,NA,NA,NA,NA,NA,NA,NA,50.61600112915039,NA,75.234466552734375,NA,NA,NA,NA,NA,NA,NA,50.61600112915039,NA
Angola,AGO,1979,NA,NA,NA,NA,83.73600006103516,NA,NA,NA,NA,NA,NA,NA,50.73199844360352,NA,83.73600006103516,NA,NA,NA,NA,NA,NA,NA,50.73199844360352,NA
Angola,AGO,1980,NA,NA,NA,NA,86.38764190673828,NA,NA,3550.0830078125,NA,NA,NA,0.6309751272201538,50.891998291015625,NA,86.38764190673828,NA,NA,3550.0830078125,NA,NA,NA,0.6309751272201538,50.891998291015625,NA
Angola,AGO,1981,NA,NA,NA,NA,83.24754333496094,NA,NA,3276.36181640625,NA,NA,NA,0.8837068676948547,51.10900115966797,NA,83.24754333496094,NA,NA,3276.36181640625,NA,NA,NA,0.8837068676948547,51.10900115966797,NA
Angola,AGO,1982,NA,NA,NA,NA,74.54830169677734,NA,NA,3162.004150390625,NA,NA,NA,2.0864851474761963,51.30699920654297,NA,74.54830169677734,NA,NA,3162.004150390625,NA,NA,NA,2.0864851474761963,51.30699920654297,NA
Angola,AGO,1983,NA,NA,NA,NA,102.22769927978516,NA,NA,3179.34814453125,NA,NA,NA,1.8036625385284424,51.61000061035156,NA,102.22769927978516,NA,NA,3179.34814453125,NA,NA,NA,1.8036625385284424,51.61000061035156,NA
Angola,AGO,1984,NA,NA,NA,NA,117.1606216430664,NA,NA,3252.10791015625,NA,NA,NA,1.0950056314468384,51.935001373291016,NA,117.1606216430664,NA,NA,3252.10791015625,NA,NA,NA,1.0950056314468384,51.935001373291016,NA
Angola,AGO,1985,NA,NA,NA,NA,133.186767578125,NA,NA,3248.608154296875,NA,NA,0,3.680383682250977,52.13600158691406,NA,133.186767578125,NA,NA,3248.608154296875,NA,NA,0,3.680383682250977,52.13600158691406,NA
Angola,AGO,1986,NA,NA,NA,NA,161.95938110351562,NA,NA,3226.817138671875,NA,NA,0,3.308793783187866,52.189998626708984,NA,161.95938110351562,NA,NA,3226.817138671875,NA,NA,0,3.308793783187866,52.189998626708984,NA
Angola,AGO,1987,NA,NA,NA,NA,203.59478759765625,NA,NA,3242.5791015625,NA,NA,0,1.472066879272461,52.145999908447266,NA,203.59478759765625,NA,NA,3242.5791015625,NA,NA,0,1.472066879272461,52.145999908447266,NA
Angola,AGO,1988,NA,NA,NA,NA,259.58160400390625,NA,NA,3323.5341796875,NA,NA,0,1.4938563108444214,51.972999572753906,NA,259.58160400390625,NA,NA,3323.5341796875,NA,NA,0,1.4938563108444214,51.972999572753906,NA
Angola,AGO,1989,NA,NA,NA,NA,263.3264465332031,NA,NA,3212.662841796875,NA,NA,0,1.9605730772018433,51.69900131225586,NA,263.3264465332031,NA,NA,3212.662841796875,NA,NA,0,1.9605730772018433,51.69900131225586,NA
Angola,AGO,1990,NA,NA,NA,NA,271.9093933105469,25.8,NA,2998.78076171875,NA,NA,0.00801512878388166,-2.981627941131592,51.34400177001953,366.81,271.9093933105469,25.8,NA,2998.78076171875,NA,NA,0.00801512878388166,-2.981627941131592,51.34400177001953,366.81
Angola,AGO,1991,NA,NA,NA,NA,285.0978088378906,NA,NA,2929.48291015625,NA,NA,0,6.26663064956665,50.92599868774414,366.87,285.0978088378906,NA,NA,2929.48291015625,NA,NA,0,6.26663064956665,50.92599868774414,366.87
Angola,AGO,1992,NA,NA,NA,NA,315.7893981933594,NA,NA,2669.434814453125,NA,NA,0.00227377214469015,3.466087579727173,50.374000549316406,368.01,315.7893981933594,NA,NA,2669.434814453125,NA,NA,0.00227377214469015,3.466087579727173,50.374000549316406,368.01
Angola,AGO,1993,NA,NA,NA,NA,288.5403137207031,NA,NA,1964.3897705078125,NA,NA,0.03466973453760147,5.236863136291504,49.89300155639648,371.25,288.5403137207031,NA,NA,1964.3897705078125,NA,NA,0.03466973453760147,5.236863136291504,49.89300155639648,371.25
Angola,AGO,1994,NA,NA,NA,NA,318.9411315917969,NA,NA,1927.50048828125,NA,NA,-0.04506208375096321,3.837036609649658,49.54999923706055,373.44,318.9411315917969,NA,NA,1927.50048828125,NA,NA,-0.04506208375096321,3.837036609649658,49.54999923706055,373.44
Angola,AGO,1995,NA,NA,NA,NA,362.5419921875,28.1,NA,2146.45556640625,NA,NA,-0.01805461756885051,8.529488563537598,49.185001373291016,372.15,362.5419921875,28.1,NA,2146.45556640625,NA,NA,-0.01805461756885051,8.529488563537598,49.185001373291016,372.15
Angola,AGO,1996,NA,NA,NA,NA,411.2833251953125,NA,NA,2360.087890625,NA,NA,-0.1650308221578598,2.398993968963623,48.86000061035156,367.28,411.2833251953125,NA,NA,2360.087890625,NA,NA,-0.1650308221578598,2.398993968963623,48.86000061035156,367.28
Angola,AGO,1997,NA,NA,NA,NA,424.4949951171875,NA,NA,2451.608642578125,NA,NA,0.05195114016532898,5.382318019866943,48.4119987487793,365.78,424.4949951171875,NA,NA,2451.608642578125,NA,NA,0.05195114016532898,5.382318019866943,48.4119987487793,365.78
Angola,AGO,1998,NA,NA,NA,NA,418.6799926757813,NA,NA,2485.06689453125,NA,NA,0,17.121591567993164,48.00899887084961,368.56,418.6799926757813,NA,NA,2485.06689453125,NA,NA,0,17.121591567993164,48.00899887084961,368.56
Angola,AGO,1999,NA,NA,NA,NA,426.8210144042969,NA,NA,2458.096435546875,NA,NA,-0.00143484328873455,40.16716384887695,47.77299880981445,370.52,426.8210144042969,NA,NA,2458.096435546875,NA,NA,-0.00143484328873455,40.16716384887695,47.77299880981445,370.52
Angola,AGO,2000,NA,NA,NA,NA,428.56549072265625,31.2,NA,2451.509765625,NA,NA,0,9.623824119567873,47.64699935913086,369.13,428.56549072265625,31.2,NA,2451.509765625,NA,NA,0,9.623824119567873,47.64699935913086,369.13
Angola,AGO,2001,NA,NA,NA,NA,425.0765075683594,NA,NA,2471.66455078125,NA,NA,0,24.009117126464844,47.57400131225586,362.52,425.0765075683594,NA,NA,2471.66455078125,NA,NA,0,24.009117126464844,47.57400131225586,362.52
Angola,AGO,2002,NA,NA,NA,NA,518.697998046875,NA,NA,2717.44091796875,NA,NA,0.6549369096755981,11.406189918518066,47.448001861572266,357.04,518.697998046875,NA,NA,2717.44091796875,NA,NA,0.6549369096755981,11.406189918518066,47.448001861572266,357.04
Angola,AGO,2003,NA,NA,NA,NA,498.1446228027344,NA,NA,2705.7060546875,NA,NA,0.5383797883987427,20.08101272583008,47.22600173950195,356.21,498.1446228027344,NA,NA,2705.7060546875,NA,NA,0.5383797883987427,20.08101272583008,47.22600173950195,356.21
Angola,AGO,2004,NA,NA,NA,NA,634.79998779296875,NA,NA,2900.1669921875,NA,NA,3.325553178787231,9.329241752624512,47.0989990234375,358.01,634.79998779296875,NA,NA,2900.1669921875,NA,NA,3.325553178787231,9.329241752624512,47.0989990234375,358.01
Angola,AGO,2005,NA,NA,NA,NA,726.11163330078125,35.6,NA,3220.078125,3,1,0.5933367609977722,-3.526655435562134,46.944000244140625,349.97,726.11163330078125,35.6,NA,3220.078125,3,1,0.5933367609977722,-3.526655435562134,46.944000244140625,349.97
Angola,AGO,2006,NA,NA,NA,NA,798.73516845703125,NA,NA,3464.234619140625,NA,NA,0.3638438880443573,-0.07200102508068085,46.64300155639648,346.7,798.73516845703125,NA,NA,3464.234619140625,NA,NA,0.3638438880443573,-0.07200102508068085,46.64300155639648,346.7
Angola,AGO,2007,NA,NA,NA,NA,944.173828125,NA,NA,3806.84912109375,5,1,1.397014021873474,-1.368761658668518,46.290000915527344,338.64,944.173828125,NA,NA,3806.84912109375,5,1,1.397014021873474,-1.368761658668518,46.290000915527344,338.64
Angola,AGO,2008,NA,NA,NA,NA,1073.33984375,NA,NA,4077.77685546875,NA,NA,2.9022862911224365,1.896315097808838,45.88899993896485,336.58,1073.33984375,NA,NA,4077.77685546875,NA,NA,2.9022862911224365,1.896315097808838,45.88899993896485,336.58
Angola,AGO,2009,NA,NA,NA,NA,1000.608154296875,NA,NA,3963.24853515625,6,6,0.00960517302155494,3.136662244796753,45.494998931884766,333.08,1000.608154296875,NA,NA,3963.24853515625,6,6,0.00960517302155494,3.136662244796753,45.494998931884766,333.08
Angola,AGO,2010,NA,NA,NA,NA,1034.23828125,37.7,NA,3988.62353515625,NA,NA,1.5995672941207886,-3.851110458374023,44.970001220703125,328.97,1034.23828125,37.7,NA,3988.62353515625,NA,NA,1.5995672941207886,-3.851110458374023,44.970001220703125,328.97
Angola,AGO,2011,NA,NA,NA,NA,954.0292358398436,NA,NA,3979.81494140625,6,6,1.871945858001709,-2.7048747539520264,44.36399841308594,325.45,954.02923583984375,NA,NA,3979.81494140625,6,6,1.871945858001709,-2.7048747539520264,44.36399841308594,325.45
Congo,COG,1900,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1901,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,1902,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
